skill_tree,name,image,content
,"Magadachi","https://toram-id.space/img/skill/katana/magadachi.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menangkis serangan musuh dan mengurangi luka 1 kali saja. Membatalkan status buruk, MP pulih sedikit, bertahan dengan 1 HP saat mener ima serangan fatal pada jumlah HP tertentu. Hanya memberikan luka bila tidak ditangkis."
,"Meikyo Shisui","https://toram-id.space/img/skill/katana/meikyoshisui.png","Skill level 2  1 diskusi Type: active MP Cost: 200 Combo Awal: ya Combo Tengah: ya Deskripsi: Mempertajam daya fokus. Critical Rate naik signifikan untuk waktu singkat dan Critical Damage, DEF, dan MDEF turun. Efek berakhir bila skill lain digunakan."
,"Hasso Happa","https://toram-id.space/img/skill/katana/hassohappa.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 500 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menebas semua musuh dalam area tertentu. Memberikan luka pasti kepada musuh di sekitar. Dapat bergerak dengan menyarungkan katana."
,"Zantei Settetsu","https://toram-id.space/img/skill/katana/zanteisettetsu.png","Skill level 3  2 diskusi Type: active,skill fisik MP Cost: 400 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Tebasan amarah berturut-turut menepis serangan. Menangkal luka 1 kali saja dan menyerang balik. Serangan tambahan berpeluang memberikan ""Pecah""."
,"Shukuchi","https://toram-id.space/img/skill/katana/shukuchi.png","Skill level 3  0 diskusi Type: pasif Deskripsi: Teknik bergerak cepat jarak jauh. Bergerak cepat ke rentang serangan saat menyerang normal. Daya serangan normal berikutnya meningkat. Tidak dapat digunakan saat ""Lambat/Berhenti""."
,"Tenryu Ransei","https://toram-id.space/img/skill/katana/tenryuransei.png","Skill level 4  0 diskusi Type: active,skill fisik MP Cost: 300 Deskripsi: Tebasan marah berturut-turut. Daya bertambah beberapa saat setiap kali digunakan (Maksimal 4 kali). Serangan spesial diberikan bila kondisi tertentu dipenuhi dengan Magadachi Zantei Settetsu dan durasi efek meningkat."
,"Garyou Tensei","https://toram-id.space/img/skill/katana/garyoutensei.png","Skill level 4  0 diskusi Type: skill fisik MP Cost: 500 Deskripsi: Tebasan pamungkas. Daya skill ini meningkat setiap kali Skil Mononofu tertentu digunakan (Maksimal 10 kali). Daya semakin meningkat bagi target dengan status ""Pecah"". SkilI dengan Critical Rate rendah."
,"Kairiki Ranshin","https://toram-id.space/img/skill/katana/kairikiranshin.png","Skill level 4  0 diskusi Type: active MP Cost: 200 Combo Awal: ya Combo Tengah: ya Deskripsi: Melepaskan kekuatan setan dalam diri. Menaikkan ATK/Attack MP Recovery/Serangan Normal. Memperkuat Defense Pierce/Cricital Rate Garyou Tensei. Membuat diri ""Menyala"" saat diaktifkan. Efek jika menggunakan Katana Daya Serangan Normal +50 3x durasi"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Konsol video game terbaik toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak toram RPG Toram Online - MMORPG Konsol video game terbaik Toram Online Toram Toram online"
,"Temukan lebih banyak",,"Toram Online Toram toram"
,"Kemahiran 2 Pedang","https://toram-id.space/img/skill/dw/dualswordmastery.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Dapat memakai pedang pada kedua tangan. Mengurangi penurunan Accuracy Rate dan Critical Rate seiring naiknya level skillGame Peran"
,"Twin Slash","https://toram-id.space/img/skill/dw/twinslash.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menebas dengan 2 pedang. Meningkatkan Critical Damage dari biasanya"
,"Cross Parry","https://toram-id.space/img/skill/dw/crossparry.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang target sambil menangkis serangan. Mengurangi luka Fisik/Sihir saat skill aktif. ATK dan ASPD naik selama 30 detik bila berhasil mengurangi luka."
,"Reflex","https://toram-id.space/img/skill/dw/reflex.png","Skill level 1  0 diskusi Type: active MP Cost: 100 Combo Awal: ya Combo Tengah: ya Deskripsi: Meningkatkan Evasion Rate dalam jangka waktu pendek. DEF dan MDEF turun drastis. Efek jika menggunakan Pedang Durasi +90 detik"
,"Dual Sword Control","https://toram-id.space/img/skill/dw/dualswordcontrol.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Meningkatkan ASPD Pedang Ganda. Mengurangi kerugian Pedang Ganda"
,"Spinning Slash","https://toram-id.space/img/skill/dw/spinningslash.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 100 Jarak: 24m Combo Awal: ya Combo Tengah: ya Deskripsi: Menebas dan mementalkan musuh di sekitar. Unsur Ganda (Pedang 1 Tangan) Membuat pusaran angin dan memberi luka. Berpeluang membuat [Buta]"
,"Charging Slash","https://toram-id.space/img/skill/dw/chargingslash.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan menusuk dengan 2 pedang. Serangan langsung menembus target Termasuk serangan hunus dan menerima bonus hunus."
,"Godspeed","https://toram-id.space/img/skill/dw/godspeed.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Meningkatkan AGI dan serangan hunus (serangan pertama/evasion attack, skill tertentu) Efek jika menggunakan Pedang Unsheathe attack +10%"
,"Phantom Slah","https://toram-id.space/img/skill/dw/phantomslash.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 400 Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Menebas target secepat kilat. Unsur Ganda (Pedang 1 Tangan). Menjadi sakti saat skill aktif dan efek sakti hilang bila karakter Bisa memusnahkan monster lemah kecuali bos. Berpeluang memberikan status ""Beku"""
,"Shadowstep","https://toram-id.space/img/skill/dw/shadowstep.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 400 Unsur: Tergantung Senjata Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Bergerak ke belakang target dengan cepat. Meningkatkan Attack MP Recovery sampai skill berikutnya. Meningkatkan 1 kali Critical Rate serangan skill. Note: MP Lv 1-2: 400, Lv 3-6: 300, Lv 7-10: 200"
,"Flash Blash","https://toram-id.space/img/skill/dw/flashblast.png","Skill level 3  0 diskusi Type: active MP Cost: 200 Combo Awal: ya Combo Tengah: ya Deskripsi: Unsur Ganda (Pedang 1 Tangan). Meningkatkan kekuatan hunus dalam waktu singkat dan memberikan balasan kuat saat Evasion aktif. Juga diaktifkan saat menggunakan ""Shadows tep"". Efek jika menggunakan Pedang Daya +50 Jangkauan (Diameter) +1m Menambah Buff ATK Senjata Durasi +100det"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Konsol video game terbaik RPG Toram Online - MMORPG Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills)"
,"Temukan lebih banyak",,"Konsol video game terbaik Toram Toram online"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","RPG Toram Online - MMORPG toram Toram Online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills)"
,"Temukan lebih banyak",,"RPG Toram Online - MMORPG Konsol video game terbaik Toram Online"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","toram Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Konsol video game terbaik Toram RPG Toram Online - MMORPG Toram Online toram Toram online"
,"Temukan lebih banyak",,"Toram Online RPG Toram Online - MMORPG Konsol video game terbaik"
,"Kemahiran Tameng","https://toram-id.space/img/skill/shield/shieldmastery.png","Skill level 1  0 diskusi Type: passive Deskripsi: Saat memakai Tameng, mengurangi penalti penurunan kecepatan Serangan.Game Multiplayer Super Besar"
,"Shield Bash","https://toram-id.space/img/skill/shield/shieldbash.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 3m Combo Awal: ya Combo Tengah: ya Deskripsi: Memukul dengan tameng. Berpeluang memberikan status ""Pingsan"" kepada target."
,"Force Shield","https://toram-id.space/img/skill/shield/forceshield.png","Skill level 2  0 diskusi Type: passive Unsur: netral Deskripsi: Saat memakai tameng, DEF dan Kekebalan Fisik bertambah kuat"
,"Protection","https://toram-id.space/img/skill/shield/protection.png","Skill level 2  0 diskusi Type: active MP Cost: 300 Combo Awal: ya Combo Tengah: ya Deskripsi: Meningkatkan Kekebalan Fisik anggota regu dan menurunkan Kekebalan Sihir dalam waktu tertentu. Efek jika menggunakan Tameng MP Cost -200"
,"Aegis","https://toram-id.space/img/skill/shield/aegis.png","Skill level 3  0 diskusi Type: active MP Cost: 300 Combo Awal: ya Combo Tengah: ya Deskripsi: Meningkatkan Kekebalan Sihir anggota regu dan menurunkan Kekebalan Fisik dalam waktu tertentu. Efek jika menggunakan Tameng MP Cost -200"
,"Shield Cannon","https://toram-id.space/img/skill/shield/shieldcannon.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: cahaya Jarak: 6m Combo Awal: ya Combo Tengah: ya Deskripsi: Melempar tameng seperti meriam. Berpeluang memberikan status ""Pingsan"" kepada target."
,"Magical Shield","https://toram-id.space/img/skill/shield/magicalshield.png","Skill level 3  0 diskusi Type: passive Unsur: netral Deskripsi: Saat memakai tameng MDEF dan Kekebalan Sihir bertambah kuat."
,"Guard Strike","https://toram-id.space/img/skill/shield/guardstrike.png","Skill level 4  2 diskusi Type: passive Deskripsi: Menyerang sambil mementalkan serangan lawan. Melukai target saat Guard. Daya serang bergantung pada Guard Power dan nilai tempaan tameng."
,"Guardian","https://toram-id.space/img/skill/shield/guardian.png","Skill level 4  0 diskusi Type: active MP Cost: 600 Combo Awal: ya Combo Tengah: ya Deskripsi: Membuat area yang mengurangi luka. Meningkatkan Guard Rate. Semakin banyak teman terl indungi, ATK Power turun namun Aggro naik banyak. Nilai tempa tameng mempengarui daya pengurangan luka."
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram Konsol video game terbaik RPG Toram Online - MMORPG toram Toram Online Toram online"
,"Temukan lebih banyak",,"Toram Toram Online Konsol video game terbaik"
,"Throwing Knife","https://toram-id.space/img/skill/dagger/throwingknife.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 12m Deskripsi: Menyerang dengan melempar pisau.Game Multiplayer Super Besar"
,"hidden Arm","https://toram-id.space/img/skill/dagger/hiddenarm.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Berpeluang memberikan luka kecil. saat menyerang biasa dengan pisau."
,"Spike Dart","https://toram-id.space/img/skill/dagger/spikedart.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Mengganggu gerakan target dengan lemparan pisau. Serangan semakin kuat bila DEX pengguna tinggi. Berpeluang memberikan status ""Lambat"" kepada target"
,"Poison Dagger","https://toram-id.space/img/skill/dagger/poisondagger.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang dengan pisau beracun. Semakin tinggi INT pengguna, daya serang semakin meningkat. Berpeluang memberikan status ""Racun"" kepada target"
,"Intensive Knife","https://toram-id.space/img/skill/dagger/intenseknife.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Meningkatkan performa Hidden Arm. dan meningkatkan luka dan aktivasinya."
,"Gatling Knife","https://toram-id.space/img/skill/dagger/gatlingknife.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Melempar banyak pisau dengan membabi buta. Semakin tinggi STR, AGI, DEX pengguna, daya serang semakin meningkat"
,"Double Stab","https://toram-id.space/img/skill/dagger/doublethrow.png","Skill level 3  0 diskusi Type: pasif Deskripsi: Berpeluang melakukan evasion attack 2 kali saat memakai pisau."
,"Amazing Throw","https://toram-id.space/img/skill/dagger/amazingthrow.png","Skill level 4  0 diskusi Type: pasif Deskripsi: SkilI lempar mengerikan. Meningkatkan peluang bertambahnya jumlah serangan. semua skill pisau."
,"Mail Breaker","https://toram-id.space/img/skill/dagger/mailbreaker.png","Skill level 4  0 diskusi Type: pasif Deskripsi: Luka serangan Hidden Arm mengabaikan. DEF sampai batas tertentu. Berpeluang kecil serangan normal berikutnya jadi Critical Rate +75, Attack MP Recovery + 100 % ."
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","toram RPG Toram Online - MMORPG Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Konsol video game terbaik Toram toram Toram Online RPG Toram Online - MMORPG Toram online"
,"Temukan lebih banyak",,"Konsol video game terbaik RPG Toram Online - MMORPG toram"
,"Assault Attack","https://toram-id.space/img/skill/knight/assaultattack.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 6m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerbu target Berpeluang memberikan status ""Lambat"".Game Multiplayer Super Besar Efek jika menggunakan Tameng Daya +25 Daya Skill +50 Tingkat Pukul Mundur +50%"
,"Provoke","https://toram-id.space/img/skill/knight/provoke.png","Skill level 1  0 diskusi Type: active MP Cost: 400 Jarak: 8m Deskripsi: Memprovokasi lawan untuk menjadikan diri sebagai target."
,"Parry","https://toram-id.space/img/skill/knight/parry.png","Skill level 2  0 diskusi Type: passive Deskripsi: Menangkis serangan dengan senjata. Berpeluang mengurangi luka fisik. Tidak dapat diaktifkan bersama Guard."
,"Rage Sword","https://toram-id.space/img/skill/knight/ragesword.png","Skill level 2  0 diskusi Type: active MP Cost: 200 Unsur: Tergantung Senjata Jarak: 6m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang dengan rasa permusuhan. Serangan khusus untuk mendapatkan Aggro banyak. Efek jika menggunakan Tameng Daya +50 Daya skill +100"
,"P. Defense","https://toram-id.space/img/skill/knight/pdefense.png","Skill level 3  0 diskusi Type: active MP Cost: 100 Combo Awal: ya Combo Tengah: ya Deskripsi: Membuat pertahanan sempurna. Satu kali membuat luka jadi 0 dengan tameng dan memulihkan HP sedikit"
,"Bind Strike","https://toram-id.space/img/skill/knight/bindingstrike.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 300 Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang sekitar dengan gelombang kejut. Berpeluang memberikan status ""Berhenti"" kepada target. Serangan khusus untuk mendapatkan Aggro banyak. Efek jika menggunakan Tameng Daya +100 Daya skill +150"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Online Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Konsol video game terbaik Toram Online Toram toram RPG Toram Online - MMORPG Toram online"
,"Temukan lebih banyak",,"Konsol video game terbaik toram RPG Toram Online - MMORPG"
,"Tendangan","https://toram-id.space/img/skill/hunter/kick.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: netral Jarak: 3m Combo Awal: ya Combo Tengah: ya Deskripsi: Menendang musuh dan membuat jarak. Melukai dan mendorong targetGame Peran"
,"Sleep Trap","https://toram-id.space/img/skill/hunter/sleeptrap.png","Skill level 1  0 diskusi Type: active,skill sihir MP Cost: 100 Jarak: 23m Deskripsi: Memasang jebakan gas tidur. Berpeluang memberikan status ""Tidur"" kepada target yang menginjaknya. Tidak dapat dipasang langsung ke kaki. Bisa hancur oleh serangan area. Efek jika menggunakan Panah DEX memengaruhi Daya Jangkauan (Diameter) +1m Tingkat Tidur +20% MP Recovery dengan aktivasi jebakan +100"
,"Sunrise Arrow","https://toram-id.space/img/skill/hunter/sunrisearrow.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: cahaya Jarak: 14m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan kuat dengan energi matahari. Serangan langsung kepada target. Luka 2x pada target yang sedang tidur. Efek jika menggunakan Panah Daya +50 Jangkauan (Horizontal) +1m"
,"Bear Trap","https://toram-id.space/img/skill/hunter/beartrap.png","Skill level 2  0 diskusi Type: active,skill sihir MP Cost: 200 Jarak: 23m Deskripsi: Memasang jebakan jepit. Berpeluang memberikan status ""Berhenti"" kepada target yang menginjaknya. Tidak dapat dipasang langsung ke kaki Bisa hancur oleh serangan area"
,"Magic Arrow","https://toram-id.space/img/skill/hunter/magicarrow.png","Skill level 3  0 diskusi Type: active MP Cost: 300 Combo Awal: ya Combo Tengah: ya Deskripsi: Tongkat yang meningkatkan daya serang panah dengan sihir. Meningkatkan sedikit ATK senjata dan Attack MP Recovery. Serangan Normal ditingkatkan oleh MATK. Efek berakhir setelah serangan normal digunakan beberapa kali. Efek jika menggunakan Panah Jumlah MATK yang memengaruhi daya serangan normal + 90 % Attack MP Recovery +1 Menambah Jumlah Serangan Efektif"
,"Land Mine","https://toram-id.space/img/skill/hunter/landmine.png","Skill level 3  0 diskusi Type: active,skill sihir MP Cost: 400 Jarak: 23m Deskripsi: Memasang jebakan ledakan. Berpeluang kecil memberikan status ""Terbakar"" kepada target. Tidak dapat dipasang langsung ke kaki. Bisa hancur oleh serangan area. Efek jika menggunakan Panah DEX dan TEC memengaruhi Daya. Jangkauan (Diameter) +1m Tingkat Bakar : 30 % MP Recovery dengan Aktivasi Jebakan +100"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Online Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills)"
,"Temukan lebih banyak",,"Konsol video game terbaik Toram Online Toram online"
,"Bless","https://toram-id.space/img/skill/priest/bless.png","Skill level 1  0 diskusi Type: active MP Cost: 100 Combo Awal: ya Combo Tengah: ya Deskripsi: Memulihkan HP sedikit dalam interval tertentu. Jumlah pemulihan dan waktu bertambah seiring level.Game Peran Efek jika menggunakan Tongkat INT memengaruhi Jumlah Penyembuhan. Jumlah MATK yang memengaruhi Jumlah Penyembuhan +1%"
,"Holy Fist","https://toram-id.space/img/skill/priest/holyfist.png","Skill level 1  0 diskusi Type: active,skill fisik,skill sihir MP Cost: 100 Deskripsi: Membasmi kejahatan dengan tinju berunsur Cahaya. Memberi kan luka fisik dan sihir bersamaan. Dikategor ikan sebagai ""SkilI Fisik"". Efek jika menggunakan Tongkat 2x Daya sihir 1/2x Daya fisik Efek jika menggunakan Tinju 2x Daya fisik 1/2x Daya sihir"
,"Gloria","https://toram-id.space/img/skill/priest/gloria.png","Skill level 2  0 diskusi Type: active MP Cost: 100 Combo Awal: ya Combo Tengah: ya Deskripsi: Meningkatkan DEF dan MDEF dalam waktu singkat. Guard Rate juga meningkat bila memakai tameng. *Efek jika menggunakan Tongkat** Tingkat Bertahan pengguna tameng yang dipengaruhi skill ini meningkat"
,"Holy Light","https://toram-id.space/img/skill/priest/holylight.png","Skill level 2  0 diskusi Type: active,skill sihir MP Cost: 200 Unsur: cahaya Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Menghukum orang jahat dengan kekuatan suci. Memberikan luka sihir berunsur Cahaya ke target. Efek jika menggunakan Tongkat Daya +100 Efek jika menggunakan Alat Sihir HP Recovery bergantung pada MaxHP (Max level skill*100)"
,"High Bless","https://toram-id.space/img/skill/priest/enhancedbless.png","Skill level 3  0 diskusi Type: passive Deskripsi: Meningkatkan daya penyembuhan Bless. Bila level Bless 10, diberikan tambahan durasi, jumlah penyembuhan, dan bonus tongkat. Efek jika menggunakan Tongkat Jumlah MATK yang memengaruhi Jumlah Penyembuhan +1% Jika level skill Bless adalah 10, INT memengaruhi Jumlah Penyembuhan."
,"Ether Coat","https://toram-id.space/img/skill/priest/etherbarrier.png","Skill level 3  0 diskusi Type: active MP Cost: 300 Combo Awal: ya Combo Tengah: ya Deskripsi: Memberikan pelindung yang meredam serangan ringan. Nilai kekebalan terhadap status buruk: Bergidik dalam jangka waktu pendek."
